,title,release_date,director,writers,actors,genres,plot_keywords,plot_summary,tag_lines,production_company,primary_language,runtime,color,country,sound_mix,meta_score,user_rating,budget,opening_weekend_date,opening_weekend_revenue,gross_revenue_date,gross_revenue,id,open_week_rev_currency,Date_weekend,Date_GrossRev,Date_released
1047,Paranormal Activity: The Ghost Dimension,23October2015,Gregory Plotkin,Jason Pagan;Andrew Deutschman,Chris J. Murray;Brit Shaw;Ivy George, Horror,child in peril;found footage;3 dimensional;demon;fifth part,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",You can't save them. All you can do is watch.,Blumhouse Productions;Paramount Pictures;White Noise Factory,English,88 min,Color,USA,Dolby Digital, ,4.6,10000000.0,23October2015,8070493.0,20November2015,18247445.0,1048,dollar,2015-10-23,2015-11-20,2015-10-23
1049,It Had to Be You,21October2016,Sasha Gordon,Levi Abrino;Sasha Gordon,Cristin Milioti;Dan Soder;Halley Feiffer, Comedy; Music; Romance, ,"Sonia is a neurotic jingle writer who's always dreamt of a big and exciting life. Surprised by a sudden proposal and subsequent ultimatum from her easy-going boyfriend, Chris, Sonia has to ...
                    ;See full summary; »",,It Had To Be You;Vandewater Media,English,85 min,Color,USA, , ,7.5,,,,,,1050,dollar,,,2016-10-21
1050,Project Almanac,30January2015,Dean Israelite,Jason Pagan;Andrew Deutschman,Amy Landecker;Sofia Black-D'Elia;Virginia Gardner, Sci-Fi; Thriller,time travel;video footage;found footage;time machine;teenager,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",Today is better the second time around,Insurge Pictures;Platinum Dunes;MTV Films,English,106 min,Color,USA,Datasat;Dolby Digital,47,6.4,12000000.0,30January2015,8500000.0,20March2015,22331028.0,1051,dollar,2015-01-30,2015-03-20,2015-01-30
1053,Southbound,9February2016, ,Roxanne Benjamin;Matt Bettinelli-Olpin,Chad Villella;Matt Bettinelli-Olpin;Kristina Pesic, Fantasy; Horror; Thriller,desert;highway;head blown off;bar;monster,Five interlocking tales of terror follow the fates of a group of weary travellers who confront their worst nightmares - and darkest secrets - over one long night on a desolate stretch of desert highway.,"No matter which road you choose, it's all going south.",Willowbrook Regent Films,English,89 min,Color,USA, ,58,5.9,,5February2016,6250.0,5February2016,6250.0,1054,dollar,2016-02-05,2016-02-05,2016-02-09
1056,Emelie,4March2016,Michael Thelin,Richard Raymond Harry Herbeck;Richard Raymond Harry Herbeck,Sarah Bolger;Carly Adams;Carl Bailey, Horror; Thriller,children;babysitter;duct tape bandage;fuse box;lights out,A couple's replacement babysitter turns out to be more than they bargined for when she subjects their kids to a series of twisted activities.,I'm the new babysitter.,Uncorked Productions;Sandbar Pictures;ULTRAMEDIA,English,80 min,Color,USA,Dolby, ,5.4,,,,,,1057,dollar,,,2016-03-04
1057,Wild Card,14January2015,Simon West,William Goldman;William Goldman,Jason Statham;Michael Angarano;Dominik García-Lorido, Action; Crime; Drama; Thriller,thug;bodyguard;gambling;criminal;mob boss,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.",Never bet against a man with a killer hand,Lionsgate;SJ Heat Productions;Sierra / Affinity,English,92 min,Color,USA,Dolby Digital,40,5.6,30000000.0,,,,,1058,dollar,,,2015-01-14
1059,The Peanuts Movie,6November2015,Steve Martino,Bryan Schulz;Craig Schulz,Noah Schnapp;Bill Melendez;Hadley Belle Miller, Animation; Adventure; Comedy; Family,girl;peanuts;imagination;red hair;dog,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life.",Peppermint Patty: My Friends Call Me Sir.,Twentieth Century Fox Animation;Blue Sky Studios;Feigco Entertainment,English,88 min,Color,USA,Datasat;Dolby Surround 7.1;SDDS;Dolby Atmos, ,7.1,99000000.0,6November2015,44213073.0,25March2016,130174897.0,1060,dollar,2015-11-06,2016-03-25,2015-11-06
1065,Waffle Street,24September2015, ,Autumn McAlpin;Eshom Nelms,James Lafferty;Danny Glover;Julie Gonzalo, Comedy; Drama, ,"Waffle Street's riches-to-rags tale is an adaptation of James Adams' 2010 memoir of the same name (published by Sourced Media Books), which chronicles the financier's foray into the food ...
                    ;See full summary; »",,6 Foot Films;Side Gig Productions,English,86 min,Color,USA, , ,6.2,,,,,,1066,dollar,,,2015-09-24
1066,A Walk in the Woods,2September2015,Ken Kwapis,Michael Arndt;Bill Holderman,Robert Redford;Nick Nolte;Emma Thompson, Adventure; Biography; Comedy; Drama,hiking;appalachian trail;friendship;hiker;backpacking,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.","When you push yourself to the edge, the real fun begins.",Route One Entertainment;Wildwood Enterprises,English,104 min,Color,USA,Dolby Digital,51,6.3,8000000.0,4September2015,8400000.0,27November2015,29467855.0,1067,dollar,2015-09-04,2015-11-27,2015-09-02
1070,The Gunman,20March2015,Pierre Morel,Jean-Patrick Manchette;Don MacPherson,Sean Penn;Idris Elba;Jasmine Trinca, Action; Crime; Drama; Mystery; Thriller,blood vomiting;humanitarian;stealing a car;bulldozer;interpol,"A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",Armed with the truth,StudioCanal;Anton Capital Entertainment (ACE);Silver Pictures,English,115 min,Color,USA,Dolby Atmos, ,5.8,40000000.0,20March2015,5028702.0,24April2015,10640645.0,1071,dollar,2015-03-20,2015-04-24,2015-03-20
1072,Last Days in the Desert,23June2016,Rodrigo García, ,Ewan McGregor;Ciarán Hinds;Tye Sheridan, Adventure; Drama; History, ,"An imagined chapter from Jesus' forty days of fasting and praying in the desert. On his way out of the wilderness, Jesus struggles with the Devil over the fate of a family in crisis.",,Mockingbird Pictures;Division Films;Ironwood Entertainment,English,98 min,Color,USA,Dolby Atmos, ,5.6,,,,,,1073,dollar,,,2016-06-23
1075,The Human Centipede III (Final Sequence),18June2015,Tom Six, ,Eric Roberts;Tommy 'Tiny' Lister;Robert LaSardo, Comedy; Horror,shock humor;sequel;part of trilogy,"Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",100% politically incorrect,Six Entertainment Company,English,102 min,Color,USA, , ,2.9,,,,,,1076,dollar,,,2015-06-18
1076,Strange Magic,23January2015,Gary Rydstrom,David Berenbaum;Irene Mecchi,Evan Rachel Wood;Elijah Kelley;Kristin Chenoweth, Animation; Adventure; Comedy; Family; Fantasy; Musical; Romance,fairy;love potion;imp;mother son relationship;jukebox musical,"Goblins, elves, fairies and imps, and their misadventures sparked by the battle over a powerful potion.",Everyone deserves to be loved.,Filmbox;Industrial Light & Magic (ILM);Lucasfilm Animation Singapore,English,99 min,Color,USA,Datasat;Dolby Digital, ,5.8,,23January2015,5504441.0,10April2015,12427046.0,1077,dollar,2015-01-23,2015-04-10,2015-01-23
1077,Hot Pursuit,8May2015,Anne Fletcher,David Feeney;John Quaintance,Reese Witherspoon;Sofía Vergara;Matthew Del Negro, Action; Comedy; Crime,fugitive;drug cartel;danger;female police officer;female cop,An uptight and by-the-book cop tries to protect the outgoing widow of a drug boss as they race through Texas pursued by crooked cops and murderous gunmen.,Armed and sort of dangerous.,Metro-Goldwyn-Mayer (MGM);New Line Cinema;Pacific Standard,English,87 min,Color,USA,Dolby Digital, ,5.1,35000000.0,8May2015,13942258.0,17July2015,34507079.0,1078,dollar,2015-05-08,2015-07-17,2015-05-08
1078,Night of the Living Deb,8October2015,Kyle Rankin,Kyle Rankin;Andy Selsor,Maria Thayer;Syd Wilder;Ray Wise, Comedy; Horror; Romance,zombie;feisty female protagonist;paramedic;zombie comedy;bitten by a zombie,"After a girls' night out, endearingly awkward Deb wakes up in the apartment of the most attractive guy in Portland, Maine. She's thrilled, but she can't remember much of what got her there....
                    ;See full summary; »",,Cocksure Entertainment,English,85 min,Color,USA, , ,5.5,2000000.0,,,,,1079,dollar,,,2015-10-08
1079,The Sand,13October2015, , , , Horror; Sci-Fi, ,,This Beach is Killer,Allegra Pictures;Scatena & Rosner Films,English,84 min,Color,USA, , ,3.8,,,,,,1080,dollar,,,2015-10-13
1083,The Gallows,10July2015, ,Chris Lofing;Travis Cluff,Reese Mishler;Pfeifer Brown;Ryan Shoos, Horror; Thriller,high school;gallows;hanging;breaking and entering;found footage,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",Don't Say His Name!,New Line Cinema;Blumhouse Productions;Management 360,English,81 min,Color,USA,Dolby Digital;Dolby Atmos, ,4.2,100000.0,10July2015,10015000.0,11September2015,22757819.0,1084,dollar,2015-07-10,2015-09-11,2015-07-10
1085,Ashby,25September2015,Tony McNamara, ,Mickey Rourke;Nat Wolff;Emma Roberts, Comedy; Drama; Romance,high school;assassin;neighbor;football;hitman,"High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live.",Life is about knowing how to take a hit,Head Gear Films;Kreo Films FZ;Langley Park Productions,English,100 min,Color,USA,Dolby Digital;Datasat,46,6.4,,25September2015,4631.0,25September2015,4631.0,1086,dollar,2015-09-25,2015-09-25,2015-09-25
1087,War Room,28August2015,Alex Kendrick,Alex Kendrick;Stephen Kendrick,Priscilla C. Shirer;T.C. Stallings;Karen Abercrombie, Drama,passive aggressive;submissive woman;propaganda;jump rope competition;closet,"A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman.",Prayer is a Powerful Weapon,FaithStep Films;Affirm Films;Red Sky Studios,English,120 min,Color,USA,Datasat;Dolby Digital;SDDS, ,6.3,3000000.0,28August2015,11351389.0,11December2015,67790117.0,1088,dollar,2015-08-28,2015-12-11,2015-08-28
1088,I Saw the Light,1April2016,Marc Abraham,Marc Abraham;Colin Escott,Tom Hiddleston;Elizabeth Olsen;Maddie Hasson, Biography; Drama; Music; Romance,singer;box office flop;reference to billboard magazine;christmas;womanizer,"The story of the country-western singer Hank Williams, who in his brief life created one of the greatest bodies of work in American music. The film chronicles his rise to fame and its tragic effect on his health and personal life.",The story of Hank Williams.,Bron Studios;RatPac Entertainment,English,123 min,Color; Black and White,USA, ,47,5.7,13000000.0,25March2016,45471.0,3June2016,1646468.0,1089,dollar,2016-03-25,2016-06-03,2016-04-01
1089,He Never Died,18December2015,Jason Krawczyk, ,Henry Rollins;Booboo Stewart;Kate Greenhouse, Comedy; Drama; Thriller,immortal;kidnapping;bullet extraction;diner;father daughter relationship,"Jack, a social outcast, is thrust out of his comfort zone when the outside world bangs on his door and he can't contain his violent past.",It's hard to live when you can't die.,Alternate Ending Studios,English,99 min,Color,USA, , ,6.4,,,,,,1090,dollar,,,2015-12-18
1094,Frankenstein,29October2015, , , , Horror; Thriller, ,,Man is the true monster.,Bad Badger;Eclectic Pictures;Summerstorm Entertainment,English,89 min,Color,USA, , ,5.1,,,,,,1095,dollar,,,2015-10-29
1095,400 Days,15January2016,Matt Osterman, ,Brandon Routh;Dane Cook;Caity Lotz, Mystery; Sci-Fi; Thriller,no ending;ambiguous;astronaut;simulation;trapped in space,"With their four hundred day mission simulation nearing completion, four astronauts begin to feel that something is amiss.",Time to kill.,New Artists Alliance,English,91 min,Color,USA, , ,4.5,,,,,,1096,dollar,,,2016-01-15
1097,The Vatican Tapes,22July2015,Mark Neveldine,Christopher Borrelli;Michael C. Martin,Olivia Taylor Dudley;Michael Peña;Dougray Scott, Horror; Thriller,vatican;possession;evil;injury;priest,A priest and two Vatican exorcists must do battle with an ancient satanic force to save the soul of a young woman.,"For 2,000 years the Vatican has recorded evidence of evil. May God have mercy on their souls.",Lionsgate;Lakeshore Entertainment;Pantelion Films,English,91 min,Color,USA,Dolby Digital;Datasat;SDDS, ,4.6,8000000.0,31July2015,321464.0,7August2015,1712111.0,1098,dollar,2015-07-31,2015-08-07,2015-07-22
1098,Ricki and the Flash,7August2015,Jonathan Demme, ,Meryl Streep;Kevin Kline;Mamie Gummer, Comedy; Drama; Music,real life mother and daughter playing mother and daughter;female protagonist;motherhood;self pity;homophobia,"A musician who gave up everything for her dream of rock-and-roll stardom returns home, looking to make things right with her family.",Get Ready to Rock. Get Ready to Love. Get Ready for Ricki.,Clinica Estetico;LStar Capital;TriStar Pictures,English,101 min,Color,USA,Dolby Digital;SDDS;Datasat,54,6.0,18000000.0,7August2015,6610961.0,9October2015,26822144.0,1099,dollar,2015-08-07,2015-10-09,2015-08-07
1099,Jenny's Wedding,31July2015,Mary Agnes Donoghue, ,Katherine Heigl;Tom Wilkinson;Linda Emond, Comedy; Drama,coming out;lesbian kiss;wedding of main characters;lesbian,"Jenny Farrell has led an openly gay life - except with her conventional family. When she finally decides to start a family and marry the woman they thought was just her roommate, the small,...
                    ;See full summary; »",Family is worth fighting for,MM Productions;Merced Media Partners;PalmStar Media,English,94 min,Color,USA, , ,5.5,,31July2015,2254.0,31July2015,2254.0,1100,dollar,2015-07-31,2015-07-31,2015-07-31
1100,Tales of Halloween,16October2015, ,Axelle Carolyn;Billy Jackson,Adrienne Barbeau;Hunter Smit;Cameron Easton, Comedy; Horror,halloween night;halloween;anthology;trick or treat;based on novel,"Ten stories are woven together by their shared theme of Halloween night in an American suburb, where ghouls, imps, aliens and axe murderers appear for one night only to terrorize unsuspecting residents.",One night. One town. Ten chilling stories.,Epic Pictures Group;Film Entertainment Services,English,92 min,Color,USA, , ,5.4,,,,,,1101,dollar,,,2015-10-16
1102,The End of the Tour,12November2015,James Ponsoldt,Donald Margulies;David Lipsky,Jason Segel;Jesse Eisenberg;Anna Chlumsky, Biography; Drama,book;suicide;dog;teacher;book tour,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",Imagine the greatest conversation you've ever had.,Modern Man Films;Anonymous Content;Kilburn Media,English,106 min,Color,USA,Dolby Digital, ,7.3,,31July2015,123238.0,11December2015,2993669.0,1103,dollar,2015-07-31,2015-12-11,2015-11-12
1103,All Through the House,31October2015, , , , Horror,christmas;slasher;evil santa;nude woman murdered;topless female nudity,,There is a CREATURE stirring...,"Readmond Company, The",English,88 min,Color,USA, , ,5.9,,,,,,1104,dollar,,,2015-10-31
1104,Hot Tub Time Machine 2,20February2015,Steve Pink,Josh Heald;Josh Heald,Rob Corddry;Craig Robinson;Clark Duke, Comedy; Sci-Fi,time machine;hot tub;time lord;gameshow;acid trip,"When Lou finds himself in trouble, Nick and Jacob fire up the hot tub time machine in an attempt to get back to the past. But they inadvertently land in the future with Adam Jr. Now they ...
                    ;See full summary; »",Soak harder.,Paramount Pictures;Metro-Goldwyn-Mayer (MGM),English,93 min,Color,USA,Datasat;Dolby Digital, ,5.1,14000000.0,20February2015,5963324.0,20March2015,12282677.0,1105,dollar,2015-02-20,2015-03-20,2015-02-20
